Gene,Refseq,chr,start,end,strand,siNup153,siNup93,DamID_Nup153,DamID_Nup93,DamID_Class,siNup_any,siRNA_Class,siRNA_bool,DamID_bool,siNup93_expr,siNup93_bool,siNup153_expr,siNup153_bool,chr_loci,incl_nup_si_dam
AKNAD1,NR_049760,1,109358520,109400864,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.10935852,TRUE
SPATA42,NR_034168,1,109399839,109401146,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109399839,TRUE
GPSM2,NM_013296,1,109419603,109473044,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109419603,TRUE
CLCC1,NM_001048210,1,109472130,109506121,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.10947213,TRUE
WDR47,NM_014969,1,109512838,109584850,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.1095128380000001,TRUE
TAF13,NM_005645,1,109606998,109618624,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.109606998,TRUE
TMEM167B,NM_020141,1,109633403,109639554,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109633403,TRUE
SCARNA2,NR_003023,1,109642815,109643234,+,0,0,0,1,1,0,0,0,1,none,0,none,0,1.109642815,TRUE
C1orf194,NM_001122961,1,109648573,109656479,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109648573,TRUE
KIAA1324,NM_001284352,1,109656585,109749403,+,0,0,1,1,3,0,0,0,1,none,0,none,0,1.109656585,TRUE
SARS,NM_006513,1,109756515,109780804,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109756515,TRUE
CELSR2,NM_001408,1,109792641,109818378,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.109792641,TRUE
PSRC1,NM_032636,1,109822176,109825790,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109822176,TRUE
MYBPHL,NM_001010985,1,109834987,109849663,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109834987,TRUE
SORT1,NM_002959,1,109852188,109940563,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.109852188,TRUE
PSMA5,NM_001199772,1,109941653,109969070,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.109941653,TRUE
SYPL2,NM_001040709,1,110009100,110024764,+,1,0,0,0,0,1,0,0,0,none,0,change,1,1.1100091,TRUE
ATXN7L2,NM_153340,1,110026561,110035420,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110026561,TRUE
CYB561D1,NM_182580,1,110036701,110043063,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.110036701,TRUE
AMIGO1,NM_020703,1,110049446,110052336,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.110049446,TRUE
GPR61,NM_031936,1,110082494,110088455,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110082494,TRUE
GNAI3,NM_006496,1,110091186,110138454,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110091186,TRUE
MIR197,NR_029583,1,110141515,110141589,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110141515,TRUE
GNAT2,NM_005272,1,110145889,110155705,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110145889,TRUE
AMPD2,NM_139156,1,110162435,110174677,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.110162435,TRUE
GSTM4,NM_147148,1,110198698,110208123,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110198698,TRUE
GSTM2,NM_001142368,1,110210644,110226619,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.110210644,TRUE
GSTM1,NM_146421,1,110230418,110236367,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110230418,TRUE
GSTM5,NM_000851,1,110254864,110260890,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110254864,TRUE
GSTM3,NR_024537,1,110276554,110283660,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.110276554,TRUE
EPS8L3,NM_133181,1,110292702,110306644,-,0,0,1,1,3,0,0,0,1,none,0,none,0,1.110292702,TRUE
CSF1,NM_000757,1,110453233,110473616,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.110453233,TRUE
AHCYL1,NM_006621,1,110527387,110566364,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110527387,TRUE
STRIP1,NM_001270768,1,110574199,110597263,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.110574199,TRUE
ALX3,NM_006492,1,110602997,110613322,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110602997,TRUE
LINC01397,NR_126382,1,110625310,110652341,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.11062531,TRUE
UBL4B,NM_203412,1,110655062,110656569,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110655062,TRUE
SLC6A17,NM_001010898,1,110693132,110744823,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110693132,TRUE
KCNC4-AS1,NR_046546,1,110751073,110752609,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110751073,TRUE
KCNC4,NM_004978,1,110753336,110776674,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.110753336,TRUE
LOC440600,NR_036595,1,110828999,110881793,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110828999,TRUE
RBM15,NM_001201545,1,110881945,110889303,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.110881945,TRUE
SLC16A4,NM_001201547,1,110905473,110933704,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110905473,TRUE
LAMTOR5,NM_006402,1,110943877,110950546,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.110943877,TRUE
LAMTOR5-AS1,NR_102697,1,110950431,110958896,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110950431,TRUE
PROK1,NM_032414,1,110993788,110999976,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.110993788,TRUE
CYMP,NR_003599,1,111023388,111033891,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111023388,TRUE
LOC440602,NR_108042,1,111030302,111032880,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111030302,TRUE
KCNA10,NM_005549,1,111059839,111061797,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.111059839,TRUE
KCNA2,NM_001204269,1,111136202,111174096,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.111136202,TRUE
KCNA3,NR_109845,1,111196186,111216076,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.111196186,TRUE
CD53,NM_001040033,1,111413821,111442558,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.111413821,TRUE
LRIF1,NM_018372,1,111489812,111506566,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111489812,TRUE
DRAM2,NM_178454,1,111659954,111682838,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.111659954,TRUE
CEPT1,NM_001007794,1,111682249,111727724,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111682249,TRUE
DENND2D,NM_001271833,1,111728591,111747160,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111728591,TRUE
CHI3L2,NM_004000,1,111770281,111786062,+,1,1,1,0,2,1,0,0,1,change,1,change,1,1.111770281,TRUE
CHIAP2,NR_003928,1,111823146,111828730,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111823146,TRUE
CHIA,NM_001258002,1,111833474,111863188,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111833474,TRUE
PIFO,NR_125338,1,111889182,111895639,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.111889182,TRUE
PGCP1,NR_029429,1,111927141,111932473,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111927141,TRUE
OVGP1,NM_002557,1,111956937,111970399,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.111956937,TRUE
WDR77,NM_024102,1,111982512,111991830,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111982512,TRUE
ATP5F1,NM_001688,1,111991743,112004525,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.111991743,TRUE
C1orf162,NM_001300835,1,112016491,112021134,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.1120164909999999,TRUE
TMIGD3,NM_001081976,1,112025970,112106625,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.11202597,TRUE
ADORA3,NM_000677,1,112042051,112046743,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.112042051,TRUE
LINC01160,NR_034126,1,112141629,112150940,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.112141629,TRUE
RAP1A,NM_001010935,1,112162405,112259317,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.112162405,TRUE
FAM212B,NM_198926,1,112264686,112298419,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.112264686,TRUE
FAM212B-AS1,NR_038952,1,112282463,112290420,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.112282463,TRUE
LOC101928718,NR_125963,1,112287939,112298131,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.112287939,TRUE
DDX20,NM_007204,1,112298190,112310199,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.11229819,TRUE
KCND3,NM_004980,1,112318454,112531777,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.112318454,TRUE
KCND3-IT1,NR_046783,1,112396384,112399527,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.112396384,TRUE
KCND3-AS1,NR_046619,1,112452279,112453552,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.112452279,TRUE
LOC643355,NM_001270945,1,112533190,112541463,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.11253319,TRUE
CTTNBP2NL,NM_018704,1,112938800,113003786,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.1129388,TRUE
MIR4256,NR_036210,1,113004392,113004455,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113004392,TRUE
WNT2B,NM_004185,1,113009163,113063910,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.113009163,TRUE
ST7L,NM_138728,1,113066141,113162040,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113066141,TRUE
CAPZA1,NM_006135,1,113162075,113214241,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113162075,TRUE
MOV10,NM_001286072,1,113216934,113243368,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.113216934,TRUE
RHOC,NM_175744,1,113243749,113250025,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113243749,TRUE
PPM1J,NM_005167,1,113252616,113257950,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.113252616,TRUE
FAM19A3,NM_182759,1,113263189,113269856,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.113263189,TRUE
LINC01356,NR_103746,1,113362791,113393265,-,0,0,0,1,1,0,0,0,1,none,0,none,0,1.113362791,TRUE
SLC16A1,NM_003051,1,113454470,113498975,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.11345447,TRUE
AKR7A2P1,NR_002796,1,113465972,113467295,+,0,0,0,1,1,0,0,0,1,none,0,none,0,1.113465972,TRUE
SLC16A1-AS1,NR_103744,1,113499037,113506690,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113499037,TRUE
LOC100996251,NR_103777,1,113554309,113615724,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113554309,TRUE
LRIG2,NM_014813,1,113615792,113667824,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113615792,TRUE
LOC643441,NR_038846,1,113739404,113748875,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113739404,TRUE
MAGI3,NM_152900,1,113933475,114228545,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.113933475,TRUE
PHTF1,NM_006608,1,114239824,114301777,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.114239824,TRUE
RSBN1,NR_130896,1,114304454,114355098,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114304454,TRUE
AP4B1-AS1,NR_125965,1,114355234,114443859,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114355234,TRUE
PTPN22,NM_012411,1,114356433,114414381,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.114356433,TRUE
BCL2L15,NM_001010922,1,114419436,114430169,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114419436,TRUE
AP4B1,NM_001253852,1,114436817,114447545,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114436817,TRUE
DCLRE1B,NM_022836,1,114447915,114456708,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.114447915,TRUE
HIPK1-AS1,NR_110726,1,114466623,114472147,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114466623,TRUE
HIPK1,NM_198268,1,114471996,114520491,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.114471996,TRUE
OLFML3,NM_020190,1,114522013,114524876,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.114522013,TRUE
SYT6,NM_001270805,1,114631914,114696472,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114631914,TRUE
TRIM33,NM_015906,1,114935399,115053781,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.114935399,TRUE
BCAS2,NM_005872,1,115110181,115124265,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.115110181,TRUE
DENND2C,NM_198459,1,115127196,115212732,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.115127196,TRUE
AMPD1,NM_000036,1,115215720,115238239,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.11521572,TRUE
NRAS,NM_002524,1,115247085,115259515,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.115247085,TRUE
CSDE1,NM_001130523,1,115259534,115300671,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.115259534,TRUE
SIKE1,NR_049741,1,115312105,115323308,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.115312105,TRUE
SYCP1,NM_003176,1,115397424,115537990,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.115397424,TRUE
TSHB,NM_000549,1,115572445,115576930,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.115572445,TRUE
TSPAN2,NM_001308316,1,115590633,115632121,-,0,-1,1,0,2,1,1,1,1,change,1,none,0,1.115590633,TRUE
NGF,NM_002506,1,115828537,115880857,-,0,0,1,0,2,0,0,0,1,none,0,none,0,1.115828537,TRUE
VANGL1,NM_001172411,1,116184574,116240845,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.116184574,TRUE
CASQ2,NM_001232,1,116242626,116311426,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.116242626,TRUE
NHLH2,NM_001111061,1,116378999,116383333,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.116378999,TRUE
LOC101928995,NR_125969,1,116461997,116468529,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.116461997,TRUE
LOC101928977,NR_125970,1,116465194,116519897,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.1164651939999999,TRUE
SLC22A15,NM_018420,1,116519119,116612675,+,-1,1,0,0,0,1,2,1,0,change,1,change,1,1.116519119,TRUE
MAB21L3,NM_152367,1,116654376,116677861,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.116654376,TRUE
ATP1A1,NM_000701,1,116915795,116947396,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.116915795,TRUE
ATP1A1-AS1,NR_027646,1,116935487,116961244,-,0,0,1,0,2,0,0,0,1,none,0,none,0,1.1169354870000001,TRUE
LOC101929023,NR_125972,1,116966346,117021448,-,-1,0,1,0,2,1,2,1,1,none,0,change,1,1.1169663459999999,TRUE
CD58,NR_026665,1,117057156,117113715,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.117057156,TRUE
IGSF3,NM_001007237,1,117117020,117210377,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.11711702,TRUE
MIR320B1,NR_031564,1,117214371,117214449,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117214371,TRUE
C1orf137,NM_001013643,1,117236734,117249225,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117236734,TRUE
CD2,NM_001767,1,117297086,117311851,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117297086,TRUE
PTGFRN,NM_020440,1,117452545,117532980,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117452545,TRUE
CD101,NM_001256106,1,117544372,117579173,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.117544372,TRUE
LOC101929099,NR_110786,1,117568104,117602112,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117568104,TRUE
TTF2,NM_003594,1,117602949,117645491,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117602949,TRUE
MIR942,NR_030640,1,117637265,117637350,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117637265,TRUE
TRIM45,NM_025188,1,117653677,117664411,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117653677,TRUE
VTCN1,NM_001253849,1,117686209,117746458,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.117686209,TRUE
LINC01525,NR_126408,1,117838088,117863958,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117838088,TRUE
MAN1A2,NM_006699,1,117910085,118068320,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.117910085,TRUE
LOC100996263,NR_121626,1,118139454,118148392,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.118139454,TRUE
FAM46C,NM_017709,1,118148604,118171011,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.118148604,TRUE
GDAP2,NM_017686,1,118406107,118472302,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.118406107,TRUE
WDR3,NM_006784,1,118472372,118503049,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.118472372,TRUE
SPAG17,NM_206996,1,118496288,118727848,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.118496288,TRUE
TBX15,NM_152380,1,119425666,119532179,-,-1,-1,1,1,3,1,3,1,1,change,1,change,1,1.119425666,TRUE
WARS2,NM_201263,1,119573839,119683295,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.119573839,TRUE
WARS2-IT1,NR_126447,1,119590028,119605910,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.119590028,TRUE
LOC101929147,NR_125975,1,119683019,119818596,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.119683019,TRUE
HAO2,NM_016527,1,119911399,119936753,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.119911399,TRUE
HAO2-IT1,NR_046780,1,119911569,119912953,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.119911569,TRUE
HSD3B2,NM_001166120,1,119957554,119965662,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.119957554,TRUE
HSD3B1,NM_000862,1,120049826,120057681,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120049826,TRUE
HSD3BP4,NR_033781,1,120106503,120115199,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120106503,TRUE
LINC00622,NR_036540,1,120140325,120141914,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120140325,TRUE
ZNF697,NM_001080470,1,120162000,120190390,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.120162,TRUE
PHGDH,NM_006623,1,120254419,120286849,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.1202544190000001,TRUE
HMGCS2,NM_005518,1,120290619,120311555,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120290619,TRUE
REG4,NM_001159352,1,120336641,120354203,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120336641,TRUE
NBPF7,NM_001047980,1,120377388,120387503,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120377388,TRUE
ADAM30,NM_021794,1,120436156,120439147,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120436156,TRUE
NOTCH2,NM_024408,1,120454176,120612317,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120454176,TRUE
FAM72B,NM_001100910,1,120839005,120855681,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.120839005,TRUE
HIST2H2BA,NR_027337,1,120906034,120914842,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.1209060339999999,TRUE
FCGR1B,NM_001244910,1,120927647,120935944,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.120927647,TRUE
SRGAP2-AS1,NR_104189,1,121102017,121139765,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.1211020170000001,TRUE
SRGAP2B,NM_001271870,1,121107152,121134685,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.121107152,TRUE
SRGAP2D,NR_120535,1,121107152,121131061,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.121107152,TRUE
EMBP1,NR_003955,1,121260910,121313686,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.12126091,TRUE
ANKRD20A12P,NR_046228,1,142697421,142713605,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.142697421,TRUE
LOC102723769,NR_110761,1,143134603,143202239,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.143134603,TRUE
RNU1-13P,NR_121646,1,143673129,143673290,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.143673129,TRUE
LINC01138,NR_104014,1,143717588,143744519,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.143717588,TRUE
PPIAL4G,NM_001123068,1,143767144,143767881,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.143767144,TRUE
FAM72D,NM_207418,1,143896452,143913143,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.143896452,TRUE
NBPF20,NM_001278267,1,144146811,146467744,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.144146811,TRUE
PFN1P2,NR_003242,1,144610815,144612719,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.144610815,TRUE
NBPF9,NM_001277444,1,144614959,145370304,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.144614959,TRUE
LOC653513,NR_037182,1,144676437,144680025,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.144676437,TRUE
PDE4DIP,NM_001198832,1,144851424,145039995,-,0,1,1,0,2,1,0,0,1,change,1,none,0,1.144851424,TRUE
SEC22B,NM_004892,1,145096407,145116997,+,0,0,1,1,3,0,0,0,1,none,0,none,0,1.145096407,TRUE
NOTCH2NL,NM_203458,1,145209113,145286270,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145209113,TRUE
NBPF25P,NR_104217,1,145289770,145370303,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.14528977,TRUE
NBPF10,NM_001039703,1,145293371,146466121,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145293371,TRUE
LOC101928979,NR_125967,1,145376206,145382404,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145376206,TRUE
HFE2,NM_213653,1,145413191,145417545,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145413191,TRUE
TXNIP,NM_006472,1,145438438,145442628,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.145438438,TRUE
POLR3GL,NM_032305,1,145456236,145470387,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.145456236,TRUE
ANKRD34A,NM_001039888,1,145470508,145475647,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.145470508,TRUE
LIX1L,NM_153713,1,145477067,145501669,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.145477067,TRUE
RBM8A,NM_005105,1,145507557,145513535,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.145507557,TRUE
GNRHR2,NR_002328,1,145509752,145516076,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145509752,TRUE
PEX11B,NR_073492,1,145516165,145523732,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.145516165,TRUE
ITGA10,NM_003637,1,145524891,145543868,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.145524891,TRUE
ANKRD35,NM_001280799,1,145549209,145568526,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145549209,TRUE
PIAS3,NM_006099,1,145575988,145586546,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.145575988,TRUE
MIR6736,NR_106794,1,145584423,145584481,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145584423,TRUE
NUDT17,NM_001012758,1,145586493,145589435,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145586493,TRUE
POLR3C,NM_006468,1,145590667,145611044,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145590667,TRUE
RNF115,NM_014455,1,145610990,145689005,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.14561099,TRUE
CD160,NR_103845,1,145695798,145715639,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145695798,TRUE
PDZK1,NM_001201325,1,145727666,145764206,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145727666,TRUE
GPR89A,NM_001097613,1,145764595,145827103,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.145764595,TRUE
NBPF11,NM_183372,1,146032542,146082633,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.146032542,TRUE
NBPF12,NM_001278141,1,146373857,146467639,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.146373857,TRUE
LOC728989,NR_024442,1,146490895,146514599,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.146490895,TRUE
RNVU1-8,NR_121645,1,146556163,146556303,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.146556163,TRUE
NBPF13P,NR_103466,1,146571066,146585928,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.146571066,TRUE
PRKAB2,NM_005399,1,146626685,146644168,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.146626685,TRUE
PDIA3P1,NR_002305,1,146649430,146651528,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.14664943,TRUE
FMO5,NM_001144829,1,146655884,146697230,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.146655884,TRUE
CHD1L,NM_001256338,1,146714291,146767447,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.1467142909999999,TRUE
LINC00624,NR_038423,1,146853914,146989699,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.146853914,TRUE
BCL9,NM_004326,1,147013271,147098020,+,-1,-1,1,0,2,1,3,1,1,change,1,change,1,1.147013271,TRUE
ACP6,NM_016361,1,147119168,147142634,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.147119168,TRUE
GJA5,NM_181703,1,147228332,147232714,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.147228332,TRUE
GJA8,NM_005267,1,147374946,147381395,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.147374946,TRUE
GPR89B,NM_016334,1,147400506,147465753,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.1474005059999999,TRUE
PDZK1P1,NR_111936,1,147466094,147487188,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.1474660939999999,TRUE
NBPF8,NR_102404,1,147574323,148346929,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.147574323,TRUE
LOC101927468,NR_120331,1,147680370,147719342,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.14768037,TRUE
MIR5087,NR_049810,1,147806603,147806678,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.147806603,TRUE
MIR6077,NR_106967,1,147860434,147860515,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.147860434,TRUE
